model,comparison,baseline_stage,candidate_stage,page_key,paired_words,baseline_cer,candidate_cer,cer_delta,baseline_wer,candidate_wer,wer_delta,baseline_exact_match,candidate_exact_match,exact_match_delta,baseline_missing_output,candidate_missing_output,missing_output_delta,baseline_runtime,candidate_runtime,runtime_delta
surya,raw_to_run_2,raw,run_2,test_12_125,23,0.6680327868852459,0.7254098360655737,0.05737704918032782,1.2608695652173914,1.0869565217391304,-0.17391304347826098,0.0,0.0,0.0,0.34782608695652173,0.391304347826087,0.043478260869565216,464.8900350859949,375.9564993420081,-88.9335357439868
surya,raw_to_run_2,raw,run_2,test_12_131,25,0.7478632478632479,0.7051282051282052,-0.042735042735042694,0.96,1.0,0.040000000000000036,0.0,0.0,0.0,0.6,0.6,0.0,481.78095651701005,356.8227257749986,-124.95823074201144
surya,raw_to_run_2,raw,run_2,test_12_165,20,0.7326732673267327,0.7227722772277227,-0.00990099009900991,1.15,1.2,0.050000000000000044,0.0,0.0,0.0,0.55,0.4,-0.15,539.7557956540077,377.94957991400224,-161.80621574000543
surya,raw_to_run_2,raw,run_2,test_12_191,26,0.7061224489795919,0.7061224489795919,0.0,0.9615384615384616,0.9615384615384616,0.0,0.0,0.0,0.0,0.5769230769230769,0.6153846153846154,0.038461538461538464,510.08883712600436,398.83389655700194,-111.25494056900243
surya,raw_to_run_2,raw,run_2,test_12_195,24,0.5232067510548524,0.6244725738396625,0.10126582278481011,1.4166666666666667,1.2916666666666667,-0.125,0.0,0.0,0.0,0.20833333333333334,0.2916666666666667,0.08333333333333333,488.36887603799914,403.42759876799937,-84.94127726999977
surya,raw_to_run_2,raw,run_2,test_12_48,24,0.6975806451612904,0.7620967741935484,0.06451612903225801,1.0,1.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.625,0.08333333333333333,502.7970835800079,387.1630077560003,-115.6340758240076
surya,raw_to_run_2,raw,run_2,test_12_70,25,0.618421052631579,0.7017543859649122,0.08333333333333326,0.88,0.96,0.07999999999999996,0.0,0.0,0.0,0.44,0.52,0.08,475.8938452059956,352.0662204409973,-123.82762476499829
surya,raw_to_run_2,raw,run_2,test_13_12,23,0.7958333333333333,0.8083333333333333,0.012500000000000067,1.0,0.9565217391304348,-0.04347826086956519,0.0,0.0,0.0,0.6956521739130435,0.6521739130434783,-0.043478260869565216,493.1441395520087,259.1868980230047,-233.95724152900402
surya,raw_to_run_2,raw,run_2,test_13_13,24,0.822429906542056,0.8691588785046729,0.04672897196261683,1.0,1.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.8333333333333334,0.125,464.91788907699083,243.51119889099937,-221.40669018599147
surya,raw_to_run_2,raw,run_2,test_13_2,26,0.756198347107438,0.7231404958677686,-0.03305785123966942,1.0,1.0,0.0,0.0,0.0,0.0,0.6538461538461539,0.5769230769230769,-0.07692307692307693,476.444274907004,263.67548225599785,-212.76879265100615
surya,raw_to_run_2,raw,run_2,test_13_23,5,0.782608695652174,0.782608695652174,0.0,1.4,1.0,-0.3999999999999999,0.0,0.0,0.0,0.2,0.4,0.2,107.23469262399885,70.63590893399851,-36.598783690000346
surya,raw_to_run_2,raw,run_2,test_13_7,22,0.70042194092827,0.7383966244725738,0.03797468354430378,0.9545454545454546,1.0,0.045454545454545414,0.0,0.0,0.0,0.5909090909090909,0.5909090909090909,0.0,522.3295617740041,258.248267079005,-264.0812946949991
surya,raw_to_run_2,raw,run_2,test_13_9,23,0.6351351351351351,0.6486486486486487,0.013513513513513598,1.0,1.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.5217391304347826,0.043478260869565216,501.1340311349959,234.5722566609984,-266.5617744739975
surya,raw_to_run_2,raw,run_2,test_9_13,24,0.6637931034482759,0.6896551724137931,0.025862068965517238,1.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4583333333333333,0.041666666666666664,501.0260341730027,273.2034558440009,-227.82257832900177
surya,raw_to_run_2,raw,run_2,test_9_166,25,0.5644444444444444,0.6222222222222222,0.05777777777777782,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.4,0.08,459.9365887450185,249.389380558001,-210.54720818701753
