model,comparison,baseline_stage,candidate_stage,page_key,paired_words,baseline_cer,candidate_cer,cer_delta,baseline_wer,candidate_wer,wer_delta,baseline_exact_match,candidate_exact_match,exact_match_delta,baseline_missing_output,candidate_missing_output,missing_output_delta,baseline_runtime,candidate_runtime,runtime_delta
surya,raw_to_run_1,raw,run_1,test_13_7,22,0.70042194092827,0.7257383966244726,0.025316455696202556,0.9545454545454546,1.5,0.5454545454545454,0.0,0.0,0.0,0.5909090909090909,0.3181818181818182,-0.2727272727272727,522.3295617740041,281.61539755899867,-240.71416421500544
surya,raw_to_run_1,raw,run_1,test_13_9,23,0.6351351351351351,0.6666666666666666,0.03153153153153154,1.0,1.3043478260869565,0.30434782608695654,0.0,0.0,0.0,0.4782608695652174,0.4782608695652174,0.0,501.1340311349959,231.81654654699378,-269.3174845880021
surya,raw_to_run_1,raw,run_1,test_9_13,24,0.6637931034482759,0.6939655172413793,0.030172413793103425,1.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.08333333333333333,501.0260341730027,333.32858456202666,-167.69744961097604
surya,raw_to_run_1,raw,run_1,test_9_166,25,0.5644444444444444,0.68,0.11555555555555563,1.0,1.12,0.1200000000000001,0.0,0.0,0.0,0.32,0.32,0.0,459.9365887450185,263.1973187569997,-196.7392699880188
surya,raw_to_run_1,raw,run_1,test_9_249,24,0.7276995305164319,0.7605633802816901,0.032863849765258246,1.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.7083333333333334,0.125,454.83731633600473,947.6570137719984,492.8196974359937
surya,raw_to_run_1,raw,run_1,test_9_252,25,0.6883116883116883,0.7186147186147186,0.030303030303030276,0.96,0.96,0.0,0.0,0.0,0.0,0.4,0.52,0.12,495.29253228200105,490.64274658399995,-4.6497856980010965
surya,raw_to_run_1,raw,run_1,test_9_393,24,0.7850877192982456,0.7324561403508771,-0.052631578947368474,1.0,1.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.5,-0.041666666666666664,487.1093180360076,332.4749359080006,-154.63438212800702
surya,raw_to_run_1,raw,run_1,test_9_53,24,0.6666666666666666,0.7489177489177489,0.08225108225108224,1.0,1.3333333333333333,0.33333333333333326,0.0,0.0,0.0,0.5,0.25,-0.25,485.4894494770124,711.882028662003,226.3925791849906
surya,raw_to_run_1,raw,run_1,test_9_65,26,0.7280334728033473,0.7071129707112971,-0.02092050209205021,1.0,1.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.46153846153846156,0.0,504.53040263402727,857.5687109939854,353.03830835995814
surya,raw_to_run_1,raw,run_1,test_9_91,25,0.6277056277056277,0.7532467532467533,0.12554112554112562,0.92,1.0,0.07999999999999996,0.0,0.0,0.0,0.44,0.6,0.16,487.44100614400304,355.3482787710002,-132.09272737300284
surya,run_1_to_run_2,run_1,run_2,test_12_113,25,0.5967078189300411,0.6625514403292181,0.06584362139917699,1.12,0.96,-0.16000000000000014,0.0,0.0,0.0,0.28,0.48,0.2,618.1745060299991,432.21867635999115,-185.95582967000792
surya,run_1_to_run_2,run_1,run_2,test_12_125,23,0.6967213114754098,0.7254098360655737,0.02868852459016391,1.0,1.0869565217391304,0.08695652173913038,0.0,0.0,0.0,0.43478260869565216,0.391304347826087,-0.043478260869565216,975.5438547289723,375.9564993420081,-599.5873553869642
surya,run_1_to_run_2,run_1,run_2,test_12_131,25,0.7478632478632479,0.7051282051282052,-0.042735042735042694,0.96,1.0,0.040000000000000036,0.0,0.0,0.0,0.64,0.6,-0.04,321.71136035598465,356.8227257749986,35.111365419013964
surya,run_1_to_run_2,run_1,run_2,test_12_165,20,0.7970297029702971,0.7227722772277227,-0.07425742574257432,1.05,1.2,0.1499999999999999,0.0,0.0,0.0,0.55,0.4,-0.15,356.6603003980272,377.94957991400224,21.289279515975068
surya,run_1_to_run_2,run_1,run_2,test_12_191,26,0.7510204081632653,0.7061224489795919,-0.04489795918367345,1.0,0.9615384615384616,-0.038461538461538436,0.0,0.0,0.0,0.5769230769230769,0.6153846153846154,0.038461538461538464,369.93986769801995,398.83389655700194,28.894028858981983
surya,run_1_to_run_2,run_1,run_2,test_12_195,24,0.5991561181434599,0.6244725738396625,0.025316455696202556,1.5416666666666667,1.2916666666666667,-0.25,0.0,0.0,0.0,0.16666666666666666,0.2916666666666667,0.125,394.2906749120011,403.42759876799937,9.136923855998248
surya,run_1_to_run_2,run_1,run_2,test_12_48,24,0.7540322580645161,0.7620967741935484,0.008064516129032251,1.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.625,0.041666666666666664,382.41884700200035,387.1630077560003,4.7441607539999495
surya,run_1_to_run_2,run_1,run_2,test_12_70,25,0.6447368421052632,0.7017543859649122,0.05701754385964908,1.04,0.96,-0.08000000000000007,0.0,0.0,0.0,0.44,0.52,0.08,343.39006474099915,352.0662204409973,8.676155699998162
surya,run_1_to_run_2,run_1,run_2,test_13_12,23,0.7708333333333334,0.8083333333333333,0.03749999999999998,1.0,0.9565217391304348,-0.04347826086956519,0.0,0.0,0.0,0.5652173913043478,0.6521739130434783,0.08695652173913043,276.4163129900262,259.1868980230047,-17.229414967021512
surya,run_1_to_run_2,run_1,run_2,test_13_13,18,0.875,0.8806818181818182,0.005681818181818232,1.0,1.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.8333333333333334,0.1111111111111111,194.86561710003298,203.62344809999922,8.757830999966245
surya,run_1_to_run_2,run_1,run_2,test_13_2,26,0.756198347107438,0.7231404958677686,-0.03305785123966942,1.0,1.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.5769230769230769,-0.038461538461538464,246.39825709091383,263.67548225599785,17.27722516508402
surya,run_1_to_run_2,run_1,run_2,test_13_7,22,0.7257383966244726,0.7383966244725738,0.012658227848101222,1.5,1.0,-0.5,0.0,0.0,0.0,0.3181818181818182,0.5909090909090909,0.2727272727272727,281.61539755899867,258.248267079005,-23.367130479993648
surya,run_1_to_run_2,run_1,run_2,test_13_9,23,0.6666666666666666,0.6486486486486487,-0.018018018018017945,1.3043478260869565,1.0,-0.30434782608695654,0.0,0.0,0.0,0.4782608695652174,0.5217391304347826,0.043478260869565216,231.81654654699378,234.5722566609984,2.7557101140046143
surya,run_1_to_run_2,run_1,run_2,test_9_13,24,0.6939655172413793,0.6896551724137931,-0.004310344827586188,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4583333333333333,-0.041666666666666664,333.32858456202666,273.2034558440009,-60.125128718025735
surya,run_1_to_run_2,run_1,run_2,test_9_166,25,0.68,0.6222222222222222,-0.05777777777777782,1.12,1.0,-0.1200000000000001,0.0,0.0,0.0,0.32,0.4,0.08,263.1973187569997,249.389380558001,-13.807938198998727
surya,run_1_to_run_2,run_1,run_2,test_9_249,24,0.7605633802816901,0.7699530516431925,0.009389671361502372,1.0,1.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.625,-0.08333333333333333,947.6570137719984,257.64173938399927,-690.0152743879992
surya,run_1_to_run_2,run_1,run_2,test_9_252,25,0.7186147186147186,0.7445887445887446,0.025974025974025983,0.96,0.96,0.0,0.0,0.0,0.0,0.52,0.48,-0.04,490.64274658399995,292.68094362100237,-197.96180296299758
surya,run_1_to_run_2,run_1,run_2,test_9_393,24,0.7324561403508771,0.7017543859649122,-0.030701754385964897,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4583333333333333,-0.041666666666666664,332.4749359080006,332.23554671499915,-0.23938919300144335
surya,run_1_to_run_2,run_1,run_2,test_9_53,24,0.7489177489177489,0.6883116883116883,-0.06060606060606055,1.3333333333333333,1.25,-0.08333333333333326,0.0,0.0,0.0,0.25,0.25,0.0,711.882028662003,272.0860965359998,-439.7959321260032
surya,run_1_to_run_2,run_1,run_2,test_9_65,26,0.7071129707112971,0.6652719665271967,-0.04184100418410042,1.0,1.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.46153846153846156,0.0,857.5687109939854,291.55947305300197,-566.0092379409834
surya,run_1_to_run_2,run_1,run_2,test_9_91,25,0.7532467532467533,0.7792207792207793,0.025974025974025983,1.0,1.4,0.3999999999999999,0.0,0.0,0.0,0.6,0.52,-0.08,355.3482787710002,319.2050158989996,-36.143262872000605
surya,raw_to_run_2,raw,run_2,test_12_113,25,0.6378600823045267,0.6625514403292181,0.024691358024691357,1.0,0.96,-0.040000000000000036,0.0,0.0,0.0,0.52,0.48,-0.04,499.8159683610029,432.21867635999115,-67.59729200101174
